basket_number,uid,Date,index_in_user,split
160694,68090,2019-03-24 19:20:00,3,train
160695,68090,2019-03-26 18:30:00,4,train
160696,68090,2019-04-01 19:16:00,5,test
160697,68090,2019-04-03 18:48:00,6,test
160698,68090,2019-04-09 17:39:00,7,train
160699,68090,2019-04-14 13:32:00,8,train
160700,68090,2019-04-22 17:45:00,9,train
160701,68090,2019-04-28 17:44:00,10,train
160702,68090,2019-05-02 19:28:00,11,train
160703,68090,2019-05-06 18:27:00,12,test
160704,68090,2019-05-12 18:20:00,13,train
160705,68090,2019-05-29 21:46:00,14,train
160706,68090,2019-06-05 17:17:00,15,train
160707,68090,2019-06-07 18:17:00,16,test
160708,68090,2019-06-11 20:27:00,17,train
160709,68090,2019-06-13 15:51:00,18,test
160710,68090,2019-06-17 15:52:00,19,test
160711,68090,2019-06-19 15:59:00,20,train
160712,68090,2019-06-25 18:04:00,21,train
160713,68090,2019-06-28 17:24:00,22,train
160714,68090,2019-07-08 13:01:00,23,train
160715,68090,2019-07-12 15:34:00,24,test
160716,68090,2019-07-14 10:37:00,25,train
160717,68090,2019-07-15 18:13:00,26,train
160718,68090,2019-07-17 19:35:00,27,test
160719,68090,2019-07-26 12:23:00,28,train
160720,68090,2019-08-18 17:10:00,29,train
160721,68090,2019-09-01 14:36:00,30,test
160722,68090,2019-09-03 16:46:00,31,train
160723,68090,2019-09-08 18:30:00,32,train
160724,68090,2019-09-24 18:30:00,33,train
160725,68090,2019-09-29 17:35:00,34,train
160726,68090,2019-10-06 17:08:00,35,train
160727,68090,2019-10-15 19:25:00,36,train
160728,68090,2019-10-21 17:33:00,37,train
160729,68090,2019-10-27 18:49:00,38,train
160730,68090,2019-10-29 16:50:00,39,train
160731,68090,2019-11-03 09:03:00,40,train
160732,68090,2019-11-11 17:59:00,41,train
160733,68090,2019-11-18 18:11:00,42,train
160734,68090,2019-11-21 16:52:00,43,train
160735,68090,2019-11-26 18:01:00,44,train
160736,68090,2019-11-27 17:16:00,45,test
160737,68090,2019-11-27 17:16:00,46,test
160738,68090,2019-12-01 17:15:00,47,test
160739,68090,2019-12-08 18:21:00,48,train
160740,68090,2019-12-15 10:46:00,49,train
160741,68090,2019-12-19 17:48:00,50,train
160742,68090,2019-12-26 13:06:00,51,train
160743,68090,2019-12-29 16:40:00,52,train
160744,68090,2020-01-05 18:01:00,53,train
160745,68090,2020-01-14 16:45:00,54,test
160746,68090,2020-01-20 14:54:00,55,train
160747,68090,2020-01-21 16:59:00,56,train
160748,68090,2020-01-28 16:57:00,57,train
160749,68090,2020-01-31 08:24:00,58,train
160750,68090,2020-02-02 17:52:00,59,train
160751,68090,2020-02-09 17:33:00,60,train
160752,68090,2020-02-13 19:59:00,61,train
160753,68090,2020-02-16 17:42:00,62,train
160754,68090,2020-02-18 16:49:00,63,train
160755,68093,2019-03-12 15:46:00,0,train
160756,68093,2019-03-17 14:26:00,1,test
160757,68093,2019-08-09 13:22:00,2,train
160758,68093,2019-12-01 12:58:00,3,train
160759,68096,2020-01-27 10:23:00,0,train
160760,68096,2020-02-09 12:03:00,1,train
160761,68098,2019-03-15 19:14:00,0,train
160762,68098,2019-03-21 10:50:00,1,train
160763,68098,2019-03-21 10:52:00,2,train
160764,68098,2019-03-21 10:55:00,3,train
160765,68098,2019-03-26 19:41:00,4,test
160766,68098,2019-04-09 10:35:00,5,train
160767,68098,2019-04-12 13:37:00,6,train
160768,68098,2019-05-17 18:16:00,7,train
160769,68098,2019-05-22 12:56:00,8,train
160770,68098,2019-06-12 13:48:00,9,train
160771,68098,2019-06-12 13:50:00,10,test
160772,68098,2019-07-12 08:46:00,11,train
160773,68098,2019-07-12 08:59:00,12,train
160774,68098,2019-07-12 08:59:00,13,test
160775,68098,2019-08-23 13:15:00,14,train
160776,68098,2019-09-04 12:44:00,15,test
160777,68098,2019-09-04 12:46:00,16,train
160778,68098,2019-09-19 15:52:00,17,test
160779,68098,2019-09-27 17:39:00,18,train
160780,68098,2019-10-02 13:02:00,19,train
160781,68098,2019-10-17 15:00:00,20,train
160782,68098,2019-10-17 15:04:00,21,train
160783,68098,2019-10-25 08:33:00,22,train
160784,68098,2019-11-11 17:15:00,23,train
160785,68098,2019-11-27 16:56:00,24,train
160786,68099,2020-01-21 15:06:00,0,train
160787,68100,2019-12-20 12:05:00,0,train
160788,68100,2020-01-09 10:48:00,1,train
160789,68101,2019-03-29 15:36:00,0,train
160790,68102,2019-04-17 16:59:00,0,train
160791,68102,2019-09-23 13:28:00,1,train
160792,68102,2019-12-27 16:33:00,2,test
160793,68104,2020-02-05 10:30:00,0,train
160794,68106,2019-07-28 13:01:00,0,train
160795,68106,2019-12-09 21:15:00,1,train
160796,68109,2019-06-04 17:10:00,0,train
160797,68111,2019-03-05 14:41:00,0,train
160798,68111,2019-03-06 14:16:00,1,test
160799,68111,2019-03-07 10:43:00,2,train
160800,68111,2019-03-11 16:25:00,3,train
160801,68111,2019-03-15 17:02:00,4,train
160802,68111,2019-03-17 16:39:00,5,test
160803,68111,2019-03-22 16:29:00,6,train
160804,68111,2019-04-01 16:15:00,7,test
160805,68111,2019-04-07 16:19:00,8,train
160806,68111,2019-04-15 16:20:00,9,train
160807,68111,2019-04-25 15:10:00,10,train
160808,68111,2019-04-26 16:15:00,11,test
160809,68111,2019-04-29 16:21:00,12,train
160810,68111,2019-05-09 13:03:00,13,test
160811,68111,2019-05-14 15:39:00,14,test
160812,68111,2019-05-30 16:08:00,15,test
160813,68111,2019-06-04 14:08:00,16,test
160814,68111,2019-06-12 15:30:00,17,train
160815,68111,2019-06-13 14:56:00,18,train
160816,68111,2019-06-17 15:58:00,19,train
160817,68111,2019-06-27 16:17:00,20,test
160818,68111,2019-07-03 20:48:00,21,train
160819,68111,2019-07-04 10:02:00,22,train
160820,68111,2019-07-05 13:08:00,23,train
160821,68111,2019-07-08 13:54:00,24,test
160822,68111,2019-07-14 16:59:00,25,train
160823,68111,2019-07-17 14:58:00,26,train
160824,68111,2019-07-18 15:13:00,27,train
160825,68111,2019-07-23 15:50:00,28,train
160826,68111,2019-07-28 18:57:00,29,train
160827,68111,2019-07-29 16:07:00,30,train
160828,68111,2019-08-04 16:13:00,31,test
160829,68111,2019-08-07 16:14:00,32,train
160830,68111,2019-08-13 16:08:00,33,train
160831,68111,2019-08-28 16:29:00,34,train
160832,68111,2019-08-28 19:35:00,35,test
160833,68111,2019-08-29 16:29:00,36,train
160834,68111,2019-09-05 15:58:00,37,train
160835,68111,2019-09-18 16:02:00,38,train
160836,68111,2019-09-23 15:51:00,39,train
160837,68111,2019-09-30 14:47:00,40,train
160838,68111,2019-10-02 16:04:00,41,train
160839,68111,2019-10-20 20:20:00,42,train
160840,68111,2019-10-28 16:11:00,43,train
160841,68111,2019-10-29 15:57:00,44,train
160842,68111,2019-11-06 16:13:00,45,train
160843,68111,2019-11-08 13:28:00,46,train
160844,68111,2019-11-14 16:21:00,47,train
160845,68111,2019-11-19 16:52:00,48,train
160846,68111,2019-11-22 13:53:00,49,train
160847,68111,2019-11-27 14:39:00,50,train
160848,68111,2019-12-24 08:55:00,51,train
160849,68111,2019-12-24 09:00:00,52,train
160850,68111,2019-12-26 14:30:00,53,train
160851,68111,2019-12-30 12:11:00,54,train
160852,68111,2020-01-02 12:45:00,55,train
160853,68111,2020-01-03 14:02:00,56,train
160854,68111,2020-02-13 16:07:00,57,train
160855,68112,2019-10-30 15:37:00,0,train
160856,68112,2020-02-12 18:44:00,1,train
160857,68113,2019-03-05 19:54:00,0,train
160858,68113,2019-03-17 15:03:00,1,train
160859,68114,2019-05-03 13:00:00,0,train
160860,68114,2019-09-04 16:17:00,1,train
160861,68119,2019-10-01 13:59:00,0,train
160862,68119,2019-11-06 12:40:00,1,train
160863,68119,2019-12-18 14:17:00,2,test
160864,68121,2019-03-14 12:58:00,0,train
160865,68121,2019-03-20 18:10:00,1,test
160866,68121,2019-03-29 12:03:00,2,train
160867,68121,2019-04-10 15:44:00,3,test
160868,68121,2019-04-16 13:56:00,4,train
160869,68121,2019-04-26 16:53:00,5,train
160870,68121,2019-05-01 12:31:00,6,train
160871,68121,2019-05-24 13:58:00,7,train
160872,68127,2019-12-18 16:04:00,0,train
160873,68127,2019-12-24 15:31:00,1,train
160874,68129,2019-05-13 14:03:00,0,train
160875,68129,2019-05-22 12:32:00,1,train
160876,68129,2019-06-11 12:08:00,2,train
160877,68129,2019-07-16 13:54:00,3,test
160878,68129,2019-09-17 12:29:00,4,train
160879,68130,2019-11-17 18:07:00,0,train
160880,68131,2019-11-29 14:55:00,0,train
160881,68131,2020-01-10 16:15:00,1,train
160882,68131,2020-01-17 19:01:00,2,train
160883,68131,2020-01-30 08:46:00,3,test
160884,68134,2019-04-05 16:08:00,0,train
160885,68138,2019-03-04 18:43:00,0,train
160886,68138,2019-03-08 17:26:00,1,train
160887,68138,2019-03-10 15:34:00,2,train
160888,68138,2019-03-15 22:13:00,3,train
160889,68138,2019-04-10 16:57:00,4,train
160890,68138,2019-04-18 20:41:00,5,train
160891,68138,2019-04-25 21:19:00,6,train
160892,68138,2019-06-03 18:55:00,7,train
160893,68138,2019-06-05 19:11:00,8,test
160894,68138,2019-06-12 20:25:00,9,train
160895,68138,2019-07-08 18:50:00,10,test
160896,68138,2019-07-10 17:08:00,11,train
160897,68138,2019-07-10 17:09:00,12,train
160898,68138,2019-08-06 17:44:00,13,train
160899,68138,2019-08-08 07:48:00,14,test
160900,68138,2019-08-22 14:16:00,15,test
160901,68138,2019-08-22 14:19:00,16,train
160902,68138,2019-09-04 13:49:00,17,train
160903,68138,2019-09-09 13:43:00,18,test
160904,68138,2019-09-15 08:50:00,19,train
160905,68138,2019-10-17 13:03:00,20,train
160906,68138,2019-10-25 21:40:00,21,train
160907,68138,2019-11-08 17:08:00,22,train
160908,68138,2020-01-07 17:05:00,23,train
160909,68138,2020-02-07 17:27:00,24,train
160910,68138,2020-02-20 18:48:00,25,train
160911,68140,2019-03-03 09:44:00,0,train
160912,68140,2019-03-12 11:49:00,1,train
160913,68140,2019-03-17 11:12:00,2,train
160914,68140,2019-03-22 11:07:00,3,train
160915,68140,2019-04-07 19:45:00,4,train
160916,68140,2019-04-28 20:36:00,5,test
160917,68140,2019-05-03 10:59:00,6,train
160918,68140,2019-05-07 13:45:00,7,train
160919,68140,2019-05-09 10:19:00,8,train
160920,68140,2019-08-02 11:02:00,9,test
160921,68140,2019-08-27 15:53:00,10,train
160922,68140,2019-09-22 16:48:00,11,test
160923,68140,2019-09-26 15:49:00,12,train
160924,68140,2019-09-29 16:28:00,13,train
160925,68140,2019-10-29 15:57:00,14,test
160926,68140,2019-12-23 15:58:00,15,train
160927,68140,2019-12-29 11:41:00,16,train
160928,68140,2020-01-05 12:16:00,17,train
160929,68142,2019-04-01 13:29:00,0,train
160930,68145,2019-03-29 12:35:00,0,train
160931,68145,2019-04-18 12:21:00,1,test
160932,68145,2019-06-28 11:24:00,2,train
160933,68145,2019-06-30 15:31:00,3,train
160934,68145,2019-07-04 12:52:00,4,train
160935,68145,2019-07-10 22:06:00,5,train
160936,68145,2019-07-10 22:09:00,6,test
160937,68145,2019-07-30 16:46:00,7,train
160938,68145,2019-08-06 17:08:00,8,train
160939,68145,2019-08-13 18:26:00,9,train
160940,68145,2019-08-29 16:12:00,10,test
160941,68145,2019-09-20 14:43:00,11,train
160942,68145,2019-10-04 17:25:00,12,train
160943,68145,2019-10-10 18:10:00,13,train
160944,68145,2019-10-17 12:26:00,14,train
160945,68145,2019-10-17 16:41:00,15,train
160946,68145,2019-10-23 19:26:00,16,train
160947,68145,2019-11-13 17:16:00,17,train
160948,68145,2019-11-25 16:38:00,18,test
160949,68145,2019-12-05 14:52:00,19,train
160950,68145,2019-12-17 14:50:00,20,train
160951,68145,2020-01-03 13:36:00,21,test
160952,68145,2020-01-06 16:43:00,22,train
160953,68145,2020-01-10 16:54:00,23,train
160954,68145,2020-01-24 18:41:00,24,train
160955,68145,2020-01-31 13:12:00,25,train
160956,68146,2019-05-10 17:11:00,0,test
160957,68146,2019-06-12 18:01:00,1,train
160958,68146,2019-07-30 16:43:00,2,train
160959,68146,2019-08-23 07:53:00,3,train
160960,68146,2019-09-03 15:50:00,4,train
160961,68146,2019-12-31 17:11:00,5,train
160962,68146,2020-01-24 16:10:00,6,train
160963,68148,2019-08-19 17:49:00,0,train
160964,68148,2019-10-25 14:40:00,1,test
160965,68148,2019-11-12 16:11:00,2,train
160966,68152,2019-07-26 12:30:00,0,train
160967,68155,2019-07-16 15:47:00,0,train
160968,68156,2019-08-04 17:59:00,0,train
160969,68158,2019-04-15 19:06:00,0,train
160970,68162,2019-09-19 11:03:00,0,train
160971,68164,2019-03-06 18:27:00,0,train
160972,68164,2019-03-14 22:27:00,1,train
160973,68164,2019-03-20 21:18:00,2,train
160974,68164,2019-04-19 22:10:00,3,train
160975,68164,2019-05-08 22:22:00,4,train
160976,68164,2019-05-29 22:52:00,5,train
160977,68164,2019-06-05 22:56:00,6,train
160978,68164,2019-06-13 22:45:00,7,train
160979,68164,2019-06-25 22:51:00,8,test
160980,68164,2019-07-11 22:27:00,9,train
160981,68164,2019-07-19 20:32:00,10,train
160982,68164,2019-08-01 22:51:00,11,test
160983,68164,2019-09-06 22:59:00,12,train
160984,68164,2019-10-30 21:55:00,13,test
160985,68167,2019-03-08 12:37:00,0,test
160986,68167,2019-04-05 12:35:00,1,train
160987,68167,2019-04-09 18:46:00,2,train
160988,68167,2019-04-16 12:29:00,3,train
160989,68167,2019-04-22 13:02:00,4,test
160990,68167,2019-05-13 12:16:00,5,train
160991,68167,2019-05-17 12:19:00,6,train
160992,68167,2019-05-30 12:25:00,7,train
160993,68167,2019-06-05 12:24:00,8,train
160994,68167,2019-06-25 13:11:00,9,train
160995,68167,2019-07-01 12:17:00,10,train
160996,68167,2019-07-08 12:50:00,11,test
160997,68167,2019-07-25 12:33:00,12,train
160998,68167,2019-08-08 12:27:00,13,train
160999,68167,2019-08-21 17:31:00,14,test
161000,68167,2019-08-26 17:38:00,15,train
161001,68167,2019-08-28 12:45:00,16,test
161002,68167,2019-09-04 17:35:00,17,train
161003,68167,2019-09-09 12:44:00,18,train
161004,68167,2019-09-12 12:21:00,19,train
161005,68167,2019-09-24 12:47:00,20,train
161006,68167,2019-10-02 12:43:00,21,test
161007,68167,2019-10-21 12:23:00,22,train
161008,68167,2019-11-04 17:30:00,23,train
161009,68167,2019-11-07 12:32:00,24,train
161010,68167,2019-11-08 12:47:00,25,train
161011,68167,2019-11-20 12:17:00,26,train
161012,68167,2019-11-22 12:29:00,27,train
161013,68167,2019-12-02 12:26:00,28,train
161014,68167,2019-12-04 12:47:00,29,train
161015,68167,2019-12-16 12:48:00,30,train
161016,68167,2020-01-10 12:28:00,31,train
161017,68173,2019-03-05 19:13:00,0,train
161018,68173,2019-03-19 15:31:00,1,train
161019,68173,2019-04-26 17:22:00,2,train
161020,68173,2019-07-11 17:19:00,3,train
161021,68173,2019-10-20 18:54:00,4,train
161022,68173,2019-11-01 20:46:00,5,train
161023,68173,2019-11-10 18:35:00,6,train
161024,68173,2019-12-22 21:44:00,7,train
161025,68173,2020-01-13 14:57:00,8,test
161026,68173,2020-01-21 19:59:00,9,test
161027,68173,2020-02-20 20:01:00,10,train
161028,68179,2019-03-11 07:09:00,0,train
161029,68183,2019-06-30 11:02:00,0,train
161030,68187,2019-03-06 09:08:00,0,test
161031,68187,2019-03-06 16:50:00,1,train
161032,68187,2019-10-28 21:23:00,2,train
161033,68190,2019-06-03 16:20:00,0,train
161034,68190,2019-06-12 16:19:00,1,train
161035,68191,2019-05-02 17:25:00,0,train
161036,68191,2019-09-29 11:23:00,1,test
161037,68191,2019-10-23 16:32:00,2,train
161038,68191,2020-01-26 16:09:00,3,train
161039,68192,2019-07-09 19:02:00,0,train
161040,68192,2019-07-18 19:20:00,1,train
161041,68192,2019-07-28 17:33:00,2,train
161042,68192,2019-08-01 20:26:00,3,train
161043,68192,2019-09-22 12:18:00,4,train
161044,68192,2019-12-05 19:02:00,5,train
161045,68192,2020-02-14 18:50:00,6,test
161046,68192,2020-02-21 17:48:00,7,test
161047,68195,2019-03-04 17:11:00,0,train
161048,68195,2019-05-12 17:25:00,1,train
161049,68195,2019-05-13 17:28:00,2,train
161050,68195,2019-06-09 20:35:00,3,train
161051,68195,2019-06-18 16:24:00,4,test
161052,68195,2019-08-09 17:50:00,5,train
161053,68195,2019-08-19 17:53:00,6,train
161054,68195,2019-09-12 15:51:00,7,train
161055,68195,2019-09-26 16:28:00,8,train
161056,68195,2019-11-11 17:33:00,9,test
161057,68195,2019-11-25 16:54:00,10,train
161058,68195,2019-11-29 15:43:00,11,train
161059,68195,2020-02-05 19:26:00,12,train
161060,68195,2020-02-10 17:23:00,13,test
161061,68196,2019-07-23 10:36:00,0,train
161062,68196,2020-01-02 22:15:00,1,train
161063,68199,2019-03-07 19:34:00,0,train
161064,68199,2019-03-18 15:14:00,1,train
161065,68199,2019-03-25 22:08:00,2,train
161066,68199,2019-03-28 21:53:00,3,train
161067,68199,2019-04-02 21:22:00,4,test
161068,68199,2019-04-05 16:49:00,5,train
161069,68199,2019-04-22 21:24:00,6,train
161070,68199,2019-05-13 12:15:00,7,test
161071,68199,2019-06-19 22:33:00,8,train
161072,68200,2019-05-26 17:20:00,0,train
161073,68200,2019-06-11 17:16:00,1,train
161074,68200,2019-10-23 12:45:00,2,train
161075,68200,2019-10-30 12:01:00,3,test
161076,68201,2019-10-18 22:31:00,0,train
161077,68201,2020-01-31 17:27:00,1,train
161078,68202,2019-04-07 17:04:00,0,train
161079,68203,2019-03-31 21:09:00,0,train
161080,68203,2019-04-15 21:33:00,1,train
161081,68203,2019-05-05 18:13:00,2,train
161082,68203,2019-07-01 22:00:00,3,train
161083,68203,2019-07-03 19:00:00,4,train
161084,68203,2019-07-21 17:53:00,5,test
161085,68203,2019-08-01 19:50:00,6,test
161086,68203,2019-08-12 21:08:00,7,train
161087,68203,2019-08-25 17:09:00,8,train
161088,68203,2019-08-25 18:46:00,9,train
161089,68203,2019-09-11 20:39:00,10,train
161090,68203,2019-09-19 21:05:00,11,test
161091,68203,2019-10-04 19:06:00,12,train
161092,68203,2019-10-04 19:09:00,13,train
161093,68203,2019-10-13 19:28:00,14,train
161094,68203,2019-10-23 18:24:00,15,train
161095,68203,2019-10-29 19:25:00,16,train
161096,68203,2019-10-31 19:44:00,17,test
161097,68203,2019-10-31 19:46:00,18,train
161098,68203,2019-11-17 14:35:00,19,train
161099,68203,2019-11-26 18:12:00,20,train
161100,68203,2019-12-02 18:43:00,21,train
161101,68203,2019-12-29 19:31:00,22,test
161102,68203,2020-01-05 19:34:00,23,train
161103,68203,2020-01-14 20:26:00,24,test
161104,68203,2020-01-20 17:47:00,25,train
161105,68203,2020-02-03 20:04:00,26,train
161106,68203,2020-02-04 18:56:00,27,train
161107,68205,2019-10-07 12:58:00,0,train
161108,68205,2019-12-13 14:19:00,1,train
161109,68207,2019-08-25 14:46:00,0,train
161110,68207,2019-10-27 14:37:00,1,train
161111,68210,2020-01-13 20:16:00,0,test
161112,68210,2020-01-27 20:19:00,1,train
161113,68210,2020-02-10 20:21:00,2,train
161114,68214,2019-05-05 15:43:00,0,train
161115,68216,2019-06-12 17:42:00,0,train
161116,68216,2019-08-30 18:07:00,1,train
161117,68216,2019-09-18 17:59:00,2,train
161118,68216,2019-10-04 18:18:00,3,train
161119,68216,2019-11-22 18:17:00,4,train
161120,68216,2019-12-04 17:57:00,5,test
161121,68216,2019-12-06 17:48:00,6,train
161122,68216,2019-12-12 17:39:00,7,train
161123,68216,2020-02-21 18:06:00,8,test
161124,68218,2019-03-17 11:56:00,0,train
161125,68218,2019-06-20 15:26:00,1,train
161126,68218,2019-07-09 19:38:00,2,train
161127,68218,2019-08-05 11:07:00,3,train
161128,68218,2019-08-14 14:49:00,4,train
161129,68218,2019-08-21 12:55:00,5,train
161130,68218,2019-09-16 14:03:00,6,train
161131,68218,2019-09-20 12:50:00,7,train
161132,68218,2019-10-01 12:28:00,8,test
161133,68218,2019-10-21 13:20:00,9,train
161134,68218,2019-11-05 11:54:00,10,train
161135,68218,2019-11-13 10:29:00,11,train
161136,68218,2019-11-20 14:15:00,12,train
161137,68218,2019-12-03 09:40:00,13,train
161138,68218,2019-12-16 14:17:00,14,test
161139,68218,2019-12-24 11:33:00,15,train
161140,68218,2019-12-30 11:06:00,16,test
161141,68218,2020-01-06 09:55:00,17,train
161142,68218,2020-02-06 17:51:00,18,test
161143,68218,2020-02-14 18:03:00,19,train
161144,68221,2019-10-31 13:11:00,0,train
161145,68222,2019-03-04 16:28:00,0,train
161146,68222,2019-07-19 18:34:00,1,train
161147,68223,2019-08-02 16:31:00,0,train
161148,68223,2019-12-22 19:10:00,1,train
161149,68223,2020-01-27 13:15:00,2,test
161150,68223,2020-01-30 16:40:00,3,train
161151,68224,2019-09-08 12:52:00,0,train
161152,68229,2020-01-28 15:28:00,0,train
161153,68230,2019-08-12 18:32:00,0,train
161154,68230,2019-09-11 17:38:00,1,train
161155,68231,2020-01-26 13:25:00,0,train
161156,68233,2019-06-13 13:45:00,0,train
161157,68233,2019-10-18 13:20:00,1,train
161158,68233,2020-02-14 14:32:00,2,test
161159,68234,2019-12-19 19:09:00,0,train
161160,68239,2019-05-29 20:52:00,0,train
161161,68239,2019-06-10 20:14:00,1,train
161162,68240,2019-08-04 22:59:00,0,train
161163,68240,2019-08-28 08:20:00,1,test
161164,68240,2019-11-27 09:06:00,2,train
161165,68242,2019-12-30 19:13:00,0,train
161166,68246,2019-08-09 14:58:00,0,train
161167,68252,2019-08-06 20:15:00,0,train
161168,68253,2019-07-14 20:37:00,0,train
161169,68254,2019-11-27 11:02:00,0,train
161170,68256,2019-09-23 13:43:00,0,train
161171,68258,2019-03-10 20:02:00,0,train
161172,68258,2019-04-01 22:03:00,1,train
161173,68258,2019-06-16 13:31:00,2,train
161174,68258,2019-12-30 21:58:00,3,test
161175,68259,2019-08-23 19:01:00,0,train
161176,68262,2019-04-17 15:43:00,0,test
161177,68262,2019-11-27 08:15:00,1,train
161178,68262,2020-01-26 13:57:00,2,train
161179,68264,2019-06-10 15:27:00,0,train
161180,68265,2019-11-19 16:20:00,0,train
161181,68267,2019-08-09 14:52:00,0,train
161182,68267,2019-12-31 15:54:00,1,train
161183,68269,2019-06-30 22:54:00,0,train
161184,68270,2019-05-23 11:05:00,0,test
161185,68270,2019-07-08 11:20:00,1,train
161186,68270,2019-07-16 10:05:00,2,train
161187,68270,2019-09-03 13:35:00,3,train
161188,68270,2019-11-25 09:24:00,4,train
161189,68273,2019-12-24 16:51:00,0,train
161190,68284,2019-04-19 07:50:00,0,train
161191,68284,2019-04-30 19:42:00,1,train
161192,68284,2019-05-16 19:54:00,2,test
161193,68284,2019-06-03 13:44:00,3,train
161194,68284,2019-06-16 15:27:00,4,train
161195,68284,2019-07-08 18:59:00,5,train
161196,68284,2019-07-29 13:14:00,6,train
161197,68284,2019-09-10 18:53:00,7,train
161198,68284,2019-11-24 16:31:00,8,test
161199,68284,2019-12-31 17:54:00,9,train
161200,68286,2019-05-08 07:53:00,0,train
161201,68286,2019-05-15 06:53:00,1,test
161202,68286,2019-06-04 07:30:00,2,test
161203,68286,2019-07-10 22:20:00,3,test
161204,68286,2019-09-01 08:13:00,4,train
161205,68286,2019-09-17 07:37:00,5,train
161206,68286,2019-09-18 07:07:00,6,train
161207,68286,2019-10-10 08:10:00,7,train
161208,68286,2019-10-18 08:11:00,8,train
161209,68286,2019-10-20 08:11:00,9,train
161210,68286,2019-10-27 07:38:00,10,train
161211,68286,2019-11-06 07:12:00,11,train
161212,68286,2019-11-27 07:41:00,12,train
161213,68286,2020-01-01 08:44:00,13,train
161214,68286,2020-01-14 08:03:00,14,train
161215,68290,2019-05-19 22:23:00,0,test
161216,68290,2019-09-20 11:52:00,1,train
161217,68290,2020-01-22 17:17:00,2,train
161218,68291,2019-04-17 13:46:00,0,train
161219,68291,2019-07-05 10:55:00,1,train
161220,68291,2019-07-23 11:48:00,2,test
161221,68291,2019-07-26 12:20:00,3,train
161222,68291,2019-08-15 11:20:00,4,train
161223,68291,2019-08-30 12:13:00,5,train
161224,68291,2019-10-02 11:50:00,6,train
161225,68291,2019-10-09 12:13:00,7,train
161226,68291,2019-10-29 10:44:00,8,train
161227,68291,2019-11-14 12:12:00,9,train
161228,68291,2019-11-20 14:46:00,10,test
161229,68291,2019-11-25 11:32:00,11,train
161230,68291,2019-12-05 14:13:00,12,train
161231,68291,2019-12-13 12:52:00,13,test
161232,68291,2020-02-03 09:07:00,14,train
161233,68292,2019-09-19 14:46:00,0,train
161234,68294,2019-09-13 16:27:00,0,train
161235,68294,2019-09-25 17:04:00,1,train
161236,68294,2019-11-12 17:01:00,2,train
161237,68294,2019-11-12 17:24:00,3,test
161238,68295,2020-02-02 14:21:00,0,train
161239,68296,2020-01-26 18:38:00,0,train
161240,68297,2019-03-24 12:12:00,0,train
161241,68297,2019-04-28 14:42:00,1,train
161242,68297,2019-06-16 15:07:00,2,train
161243,68297,2019-07-01 19:15:00,3,test
161244,68297,2019-07-16 15:04:00,4,test
161245,68297,2019-09-12 16:47:00,5,train
161246,68297,2019-10-01 11:35:00,6,train
161247,68297,2019-10-18 19:56:00,7,train
161248,68297,2019-11-24 13:38:00,8,train
161249,68297,2019-12-15 17:17:00,9,train
161250,68297,2020-01-01 14:43:00,10,train
161251,68298,2019-09-22 17:10:00,0,train
161252,68299,2019-07-29 11:03:00,0,train
161253,68299,2019-08-28 10:14:00,1,train
161254,68300,2020-02-09 18:55:00,0,train
161255,68302,2019-12-27 11:29:00,0,train
161256,68303,2019-03-26 18:13:00,0,train
161257,68303,2019-04-07 12:00:00,1,train
161258,68303,2020-01-17 16:23:00,2,test
161259,68303,2020-01-26 12:41:00,3,train
161260,68303,2020-02-20 15:36:00,4,train
161261,68307,2019-11-14 09:17:00,0,train
161262,68310,2019-04-11 15:58:00,0,train
161263,68310,2019-04-18 17:13:00,1,train
161264,68310,2019-05-10 15:12:00,2,train
161265,68310,2019-05-24 15:42:00,3,train
161266,68310,2019-06-13 16:09:00,4,train
161267,68310,2019-08-02 15:35:00,5,train
161268,68310,2019-09-05 15:38:00,6,test
161269,68310,2019-11-08 15:38:00,7,train
161270,68310,2019-12-17 16:14:00,8,test
161271,68310,2019-12-29 12:14:00,9,train
161272,68310,2020-01-17 15:32:00,10,train
161273,68312,2019-03-03 11:34:00,0,test
161274,68312,2019-03-25 12:14:00,1,train
161275,68312,2019-04-17 16:05:00,2,train
161276,68312,2019-05-08 13:06:00,3,train
161277,68312,2019-05-26 10:41:00,4,test
161278,68312,2019-07-23 11:44:00,5,train
161279,68312,2019-09-16 11:56:00,6,train
161280,68312,2020-01-06 16:20:00,7,train
161281,68312,2020-01-30 17:12:00,8,train
161282,68313,2019-09-25 16:28:00,0,train
161283,68314,2019-05-15 19:32:00,0,train
161284,68314,2019-05-21 21:09:00,1,train
161285,68314,2019-05-28 12:52:00,2,test
161286,68314,2019-07-24 08:04:00,3,train
161287,68315,2020-02-10 10:47:00,0,train
161288,68316,2019-03-15 14:20:00,0,train
161289,68317,2019-06-07 11:04:00,0,train
161290,68317,2019-08-18 13:14:00,1,train
161291,68317,2019-11-03 10:06:00,2,test
161292,68317,2020-01-09 12:24:00,3,train
161293,68318,2019-03-10 13:54:00,0,train
161294,68318,2019-07-17 18:55:00,1,train
161295,68320,2019-04-01 21:53:00,0,train
161296,68320,2020-02-02 17:02:00,1,train
161297,68321,2019-03-24 18:44:00,0,train
161298,68321,2019-03-26 13:29:00,1,train
161299,68321,2019-04-05 18:53:00,2,train
161300,68321,2019-04-23 22:25:00,3,test
